Date,VIX,VXD,VXN,HS&P500,HDJIA,HNASDAQ
24/06/2011,21.1,19.35,22.58,14.24120115,12.78823657,17.41195084
27/06/2011,20.559999,18.78,21.96,14.29792632,12.85745324,17.67581101
28/06/2011,19.17,17.49,20.71,14.6721468,13.27868257,17.4816616
29/06/2011,17.27,15.86,18.84,14.86684932,13.29623489,17.502213
30/06/2011,16.52,15,17.86,14.93700531,13.65106184,17.76308901
01/07/2011,15.87,14.71,17.37,15.49701258,14.16787647,18.31243213
05/07/2011,16.059999,14.97,17.76,15.3408662,14.00775179,18.21595539
06/07/2011,16.34,15.12,17.85,14.94924725,13.73740048,17.73112417
07/07/2011,15.95,14.77,17.71,15.25130338,13.89157491,18.14197025
08/07/2011,15.95,15.02,17.45,15.35648134,13.93474082,18.13756377
11/07/2011,18.389999,16.83,20.22,16.18639247,14.35848638,18.7988427
12/07/2011,19.870001,18.08,21.93,16.19418041,14.39462688,18.88878988
13/07/2011,19.91,17.98,21.82,15.9259686,14.11984249,18.37056898
14/07/2011,20.799999,18.61,21.87,14.62250496,12.62502841,17.64799639
15/07/2011,19.530001,17.49,20.95,14.70656893,12.62598036,18.07485342
18/07/2011,20.950001,18.98,22.48,14.62451394,12.60711661,17.62876534
19/07/2011,19.209999,17.48,20.46,15.04966876,13.38671406,18.72262124
20/07/2011,19.09,17.47,21.06,15.04837184,13.38360559,18.75133026
21/07/2011,17.559999,16.01,19.71,15.5046743,13.82769316,18.74514743
22/07/2011,17.52,16.1,19.17,15.35878445,13.74352037,18.98470283
25/07/2011,19.35,17.75,20.95,14.90471379,13.26532654,18.43823275
26/07/2011,20.23,18.69,21.58,14.95086593,13.43142049,18.44846467
27/07/2011,22.98,20.97,24.7,15.64649268,13.882348,19.5492702
28/07/2011,23.74,21.86,25.12,14.83799967,13.2838482,18.81908803
29/07/2011,25.25,23.58,26.08,14.94666838,13.38925132,18.81322964
01/08/2011,23.66,22.13,24.26,14.96858084,13.3514198,18.82150423
02/08/2011,24.790001,22.83,25.69,16.62760815,14.67072244,20.21764149
03/08/2011,23.379999,21.89,24.73,16.23128494,14.45138748,19.39489687
04/08/2011,31.66,29.41,31.68,21.26101526,19.00651027,23.38672672
05/08/2011,32,29.59,33.77,21.24586416,19.01616064,23.31336936
08/08/2011,48,40.49,44.74,28.50982272,24.74489839,28.86736547
09/08/2011,35.060001,29.7,34.63,31.53579883,27.16932498,31.81269951
10/08/2011,42.990002,38.61,41.76,33.82579482,30.09400489,33.64262478
11/08/2011,39,34.86,37.85,36.30997135,32.15085432,36.10046878
12/08/2011,36.360001,32.22,35.22,36.22344649,32.11389481,35.94826384
15/08/2011,31.870001,28.75,30.44,36.53163306,32.34344678,35.91552811
16/08/2011,32.849998,29.33,31.55,36.63845986,32.4003767,35.9892206
17/08/2011,31.58,28.27,31.17,36.63833883,32.37468256,36.01672155
18/08/2011,42.669998,38.17,41.61,38.73280855,34.01659549,38.57253858
19/08/2011,43.049999,37.74,43.47,38.92406323,34.29154669,38.86925511
22/08/2011,42.439999,37.76,42.03,38.56938982,34.13016059,38.51910025
23/08/2011,36.27,32.09,35.45,39.80809926,35.17066777,40.27804644
24/08/2011,35.900002,31.71,35.65,39.97916597,35.3528626,40.32105219
25/08/2011,39.759998,35.66,39.43,40.18577796,35.60010613,40.48678843
26/08/2011,35.59,32.03,34.49,40.3919907,35.75814452,40.96677303
29/08/2011,32.279999,29.25,32.11,41.14779016,36.28522134,41.77214241
30/08/2011,32.889999,29.54,32.02,40.88106577,35.97895388,41.27067042
31/08/2011,31.620001,28.82,31.37,40.90548512,36.00225206,41.25387921
01/09/2011,31.82,28.6,31.36,40.86175433,35.95503578,41.3033491
02/09/2011,33.919998,30.38,33,41.5127035,36.50473185,41.73065351
06/09/2011,37,33.41,35.86,41.53642685,36.54167507,41.72578383
07/09/2011,33.380001,30.19,33.12,42.34136699,37.17879854,42.39110439
08/09/2011,34.32,31.38,33.65,42.04290872,37.01578441,41.75290827
09/09/2011,38.52,36.46,37.99,42.73915132,37.79837084,42.2717791
12/09/2011,38.59,36.69,37.97,42.74594308,37.77253686,42.42586063
13/09/2011,36.91,34.7,36,42.81083998,37.78984479,42.58217115
14/09/2011,34.599998,32.2,33.36,42.34580537,37.43328518,42.12003072
15/09/2011,31.969999,29.8,30.67,42.61299402,37.73336117,42.26903662
16/09/2011,30.98,28.41,29.36,40.33003902,35.65748099,40.22119398
19/09/2011,32.73,30.04,31.42,40.42964139,35.72754235,40.18735116
20/09/2011,32.860001,29.85,31.3,35.52203402,31.90756635,36.11068992
21/09/2011,37.32,33.36,34.68,33.84658871,30.61394315,33.56525094
22/09/2011,41.349998,37.75,40.25,32.66845355,29.34804419,32.82897087
23/09/2011,41.25,38.48,39.88,29.8386115,27.04296645,30.22981475
26/09/2011,39.02,36.17,39.24,30.557512,27.82704913,30.37755048
27/09/2011,37.709999,34.47,37.65,30.05817642,27.54875928,30.1811079
28/09/2011,41.080002,37.2,40.76,30.52031796,27.87188284,30.36189979
29/09/2011,38.84,35.14,41.16,30.6095579,28.12496737,30.46618831
30/09/2011,42.959999,39.27,44.98,28.67567057,26.76726781,27.92121906
03/10/2011,45.450001,41.45,46.61,29.51891206,27.25189833,28.45547133
04/10/2011,40.82,37.32,42.47,30.22981811,27.55168845,29.09559528
05/10/2011,37.810001,34.81,39.12,29.0157725,26.41040609,27.49751964
06/10/2011,36.27,33.31,37.32,29.2506043,26.59281697,27.80963016
07/10/2011,36.200001,32.26,37.08,28.99730341,26.23574245,27.43305508
10/10/2011,33.02,29.6,34.48,30.32251858,27.3912415,28.24277298
11/10/2011,32.860001,29.66,34.1,29.19418229,26.60201448,27.07170674
12/10/2011,31.26,27.51,32.34,29.32398689,26.72404977,27.05684828
13/10/2011,30.700001,27.68,30.3,29.30194566,26.7099232,27.16638152
14/10/2011,28.24,25.42,28.69,29.53201628,26.87197695,27.59432296
17/10/2011,33.389999,29.84,32.92,29.15416486,26.81877626,27.16167702
18/10/2011,31.559999,29.1,30.48,29.67055575,27.0819949,27.42418885
19/10/2011,34.439999,31.82,33.84,28.7201996,26.17858837,27.0261396
20/10/2011,34.779999,31.81,34.78,28.58552306,26.02033816,27.03005749
21/10/2011,31.32,27.81,31.42,28.05247545,25.71578853,26.468501
24/10/2011,29.26,26.5,28.45,28.22738907,25.78008084,26.87989354
25/10/2011,32.220001,29.04,31.54,28.69754679,26.24114957,27.25639817
26/10/2011,29.860001,26.76,30.47,28.59390759,26.29164441,26.93138392
27/10/2011,25.459999,22.84,26.28,29.85923909,27.14581933,27.77702331
28/10/2011,24.530001,22.31,25,29.81360944,27.08282536,27.66705799
31/10/2011,29.959999,27.29,28.82,30.53167189,27.72859998,28.1085966
01/11/2011,34.77,31.8,33.49,31.58379093,28.64782983,29.06738033
02/11/2011,32.740002,30.13,32.03,30.76951536,28.07688343,28.78756719
03/11/2011,30.5,27.54,29.3,29.8497202,26.65691604,27.8811798
04/11/2011,30.16,27.24,29.35,29.85316415,26.67824134,27.75922746
07/11/2011,29.85,26.96,28.83,29.13411246,25.73435306,27.58414677
08/11/2011,27.48,24.7,27.31,29.16794713,25.56139052,27.69795591
09/11/2011,36.16,32.89,34.61,30.46170738,26.78857879,29.27646034
10/11/2011,32.810001,29.91,32.67,30.47347397,26.66743048,29.12113271
11/11/2011,30.040001,26.79,29.35,30.13500456,26.68658043,28.61017959
14/11/2011,31.129999,28.1,30.73,29.11674796,25.8528827,27.71105476
15/11/2011,31.219999,28.45,30.04,28.41219652,25.51723353,27.19782613
16/11/2011,33.509998,30.27,31.94,28.34843844,25.68257206,26.69962022
17/11/2011,34.509998,31.4,34.34,28.27012484,25.43168187,27.08311917
18/11/2011,32,28.66,31.83,28.17117881,25.43393833,27.10883889
21/11/2011,32.91,30.12,32.93,26.92598122,24.69896564,25.79705161
22/11/2011,31.969999,29.17,31.07,26.95225255,24.73186198,25.72291127
23/11/2011,33.98,31,33.07,27.55674056,25.30518999,26.48894035
25/11/2011,34.470001,21.29,33.04,27.55425492,25.293143,26.45616224
28/11/2011,32.130001,29.16,31.56,28.38455583,26.04942033,27.67835175
29/11/2011,30.639999,28.02,31.06,27.8312499,25.32391229,27.34635179
30/11/2011,27.799999,25.16,27.77,29.95261239,27.77416344,29.22578235
01/12/2011,27.41,25.06,27.2,29.73255687,27.72178067,28.6806443
02/12/2011,27.52,25.17,27.69,29.70332659,27.70597359,28.66452471
05/12/2011,27.84,25.52,27.89,29.35063996,26.94883463,28.59399262
06/12/2011,28.129999,25.74,27.94,29.11430703,26.85497815,27.96216394
07/12/2011,28.67,26.19,28.45,28.53479677,26.4016561,27.33261541
08/12/2011,30.59,27.57,30,29.02507587,26.5172885,27.74021979
09/12/2011,26.379999,24.17,25.99,27.70601373,25.58800473,26.93202394
12/12/2011,25.67,23.46,24.56,28.04094339,25.87409026,27.13347084
13/12/2011,25.41,23.23,25.29,27.22551624,25.08448826,26.84388757
14/12/2011,26.040001,24.12,26.08,26.20042175,24.2389765,26.14485022
15/12/2011,25.110001,22.35,24.79,25.79843638,23.85712261,26.03645987
16/12/2011,24.290001,22.23,23.48,25.2348302,23.30487162,25.33774211
19/12/2011,24.92,22.65,24.15,25.3977791,23.38647328,25.47269938
20/12/2011,23.219999,20.55,22.5,26.76640466,24.73304602,26.86378566
21/12/2011,21.43,19.59,22.29,26.55542784,24.61214659,26.95541208
22/12/2011,21.16,19.45,21.89,24.45037334,22.84795049,24.98377417
23/12/2011,20.73,18.85,21.37,24.46283385,22.87119339,25.1236374
27/12/2011,21.91,20.05,22.49,23.80238399,21.97700164,24.52895657
28/12/2011,23.52,21.57,23.54,23.9159171,22.15183381,24.68475104
29/12/2011,22.65,20.73,23.07,24.07595833,22.38300182,24.59899225
30/12/2011,23.4,21.42,23.13,23.6221598,21.97351525,24.07598616
03/01/2012,22.969999,20.89,23.02,23.54594918,22.14167268,23.84714409
04/01/2012,22.219999,20.1,21.98,23.54573432,22.13828222,23.75431915
05/01/2012,21.48,19.75,21.4,22.93288311,21.27732703,23.23170005
06/01/2012,20.629999,19.18,20.52,22.91325936,21.27465478,23.23867597
09/01/2012,21.07,19.45,21.22,22.00996192,20.43858589,22.31824353
10/01/2012,20.690001,19.32,20.93,22.14644442,20.49289784,22.31524638
11/01/2012,21.049999,19.5,21.18,20.46100788,19.06766357,20.01656214
12/01/2012,20.469999,19.04,20.79,20.46215629,19.05662091,19.98208687
13/01/2012,20.91,19.32,21.38,16.2220279,14.60757851,16.73659021
17/01/2012,22.200001,20.16,22.21,16.24526257,14.66154299,16.84447311
18/01/2012,20.889999,19.18,21.29,16.56104191,14.83310162,17.28091177
19/01/2012,19.870001,18.16,20.27,16.35321964,14.74864492,17.09767378
20/01/2012,18.280001,16.05,18.97,16.35123036,14.86139488,17.09317297
23/01/2012,18.67,16.71,19.42,16.34133411,14.82278723,17.09277808
24/01/2012,18.91,16.96,19.74,15.15195033,14.07107662,16.42703453
25/01/2012,18.309999,16.41,19.36,14.55902175,13.45855044,16.22027215
26/01/2012,18.57,16.58,19.56,14.00221728,12.8988588,15.9328531
27/01/2012,18.530001,16.65,19.31,13.78178832,12.90981845,15.66709297
30/01/2012,19.4,17.68,19.75,13.40350869,12.51119787,15.00812842
31/01/2012,19.440001,17.63,19.89,13.37116665,12.47086865,14.98888366
01/02/2012,18.549999,16.85,19.04,13.58573826,12.61718252,15.10238199
02/02/2012,17.98,16.61,18.89,13.15711433,12.38045908,14.83492238
03/02/2012,17.1,15.62,18.21,10.78450492,9.850630678,12.60878131
06/02/2012,17.76,16.2,18.65,10.77039416,9.857660572,11.89621954
07/02/2012,17.65,16.12,18.75,10.51696109,9.774150654,11.68244431
08/02/2012,18.16,16.44,18.99,10.20496716,9.315603142,11.4826559
09/02/2012,18.629999,17.12,18.9,10.21388081,9.316544686,11.64710393
10/02/2012,20.790001,18.64,20.94,9.758478017,8.940614911,11.32909298
13/02/2012,19.040001,17.25,19.6,9.459502814,8.496297138,11.37636246
14/02/2012,19.540001,17.79,20.18,9.381334279,8.337276928,11.3577737
15/02/2012,21.139999,19.15,22.35,8.386319084,7.490775377,10.10714791
16/02/2012,19.219999,17.59,20.89,8.974349095,7.979093587,10.86932063
17/02/2012,17.780001,16.22,19.76,8.959604335,8.044850175,10.63979293
21/02/2012,18.190001,16.76,19.92,8.931819948,7.946665358,10.62407689
22/02/2012,18.190001,16.62,19.72,8.960183752,7.932453559,10.66675993
23/02/2012,16.799999,15.49,18.41,8.670958033,7.830915553,10.60291093
24/02/2012,17.309999,15.74,18.27,8.68402888,7.825155776,10.63675407
27/02/2012,18.190001,16.49,19.42,8.666479402,7.809093066,10.57379023
28/02/2012,17.959999,16.67,19.55,8.6021881,7.743715127,10.91485614
29/02/2012,18.43,16.99,19.83,8.649979635,7.70729992,10.66235972
01/03/2012,17.26,16.09,18.68,8.224543663,7.398732356,10.15308709
02/03/2012,17.290001,15.94,18.23,8.153481768,7.325879114,9.979743553
05/03/2012,18.049999,16.48,19.57,8.227969298,6.990618585,10.38473985
06/03/2012,20.870001,19.31,21.42,9.355486741,8.338622011,10.77624715
07/03/2012,19.07,17.73,20.42,9.562253935,8.492207922,10.97515186
08/03/2012,17.950001,16.4,19.05,9.654330569,8.438664697,10.8088181
09/03/2012,17.110001,15.95,18.11,9.567272909,8.429331911,10.78327436
12/03/2012,15.64,13.83,16.71,9.556241097,8.301733864,10.75026745
13/03/2012,14.8,13.63,16.44,10.88129906,9.625847148,12.08585612
14/03/2012,15.31,14.23,17.59,10.88601569,9.620819378,12.1393635
15/03/2012,15.42,13.54,17.25,10.71649729,9.515582465,11.92418306
16/03/2012,14.47,12.76,16.47,10.71670778,9.522440645,11.89277619
19/03/2012,15.04,13.79,16.55,9.912402666,8.826114955,11.45585011
20/03/2012,15.58,14.47,16.35,9.949718358,8.945924705,11.46478419
21/03/2012,15.13,14.37,16.23,9.94721614,8.970979338,11.45695425
22/03/2012,15.57,14.58,16.83,10.14483115,9.135928961,11.36405147
23/03/2012,14.82,13.69,16.57,10.17580105,9.167019543,11.17772533
26/03/2012,14.26,13.18,15.92,10.75918703,9.629056635,12.20771375
27/03/2012,15.59,14.12,17.02,10.60859911,9.535437447,11.95192724
28/03/2012,15.47,14.45,17.28,10.70137296,9.663450039,11.9907111
29/03/2012,15.48,14.2,17.27,10.59727945,9.42187788,11.83062788
30/03/2012,15.5,13.94,17.19,10.1606968,9.116309957,11.11514442
02/04/2012,15.64,14.08,16.7,10.36856534,9.130893841,11.495151
03/04/2012,15.66,14.46,16.82,10.43072313,9.23370065,11.47670785
04/04/2012,16.440001,15.08,17.95,10.79845086,9.61278131,12.07591383
05/04/2012,16.700001,15.27,17.96,10.72878273,9.562833893,12.09730757
09/04/2012,18.809999,17.14,20.18,11.21200559,9.991980439,12.28221624
10/04/2012,20.389999,18.56,21.59,12.25006668,11.08046369,13.16391917
11/04/2012,20.02,18.23,21.3,12.40075416,11.2541726,12.90091506
12/04/2012,17.200001,15.62,19.34,12.95542478,11.91957228,13.30254332
13/04/2012,19.549999,17.67,21.44,13.33154841,12.28918443,13.81702865
16/04/2012,19.549999,17.75,22.57,13.29911848,12.3953421,14.15939241
17/04/2012,18.459999,16.53,20.63,13.99124744,13.13377815,15.02100085
18/04/2012,18.639999,16.69,21.26,13.31510798,12.45426575,14.76387734
19/04/2012,18.360001,16.68,20.99,13.27593209,12.42117935,14.94267095
20/04/2012,17.440001,15.59,20.17,12.97182741,12.40429016,14.62909816
23/04/2012,18.969999,16.98,21.31,13.15668697,12.6064894,14.79325769
24/04/2012,18.1,16.09,21.03,13.19976027,12.68820735,14.88096261
25/04/2012,16.82,15.32,18.47,12.73801802,11.88187427,15.85544038
26/04/2012,16.24,14.58,17.83,12.87964917,12.1411562,15.89940146
27/04/2012,16.32,14.74,17.52,12.78217384,12.08377744,15.97686615
30/04/2012,17.15,15.34,18.77,12.82753152,12.08003032,16.08416384
01/05/2012,16.6,14.86,18.66,12.88054878,12.16481942,15.93837152
02/05/2012,16.879999,15.11,18.41,12.87151443,12.07311668,15.95346659
03/05/2012,17.559999,15.74,19.19,13.05025159,12.10732679,16.27073315
04/05/2012,19.16,17.06,21.1,13.70576908,12.53908915,17.76106886
07/05/2012,18.940001,17.4,21.06,13.676497,12.53296859,17.75893929
08/05/2012,19.049999,17.66,21.28,13.12965369,12.13533166,16.99516528
09/05/2012,20.08,18.51,21.98,13.24743913,12.29112866,17.01570765
10/05/2012,18.83,17.57,21.33,13.18998962,12.19871242,16.98541398
11/05/2012,19.889999,18.34,21.79,13.21826281,12.21572851,16.95979599
14/05/2012,21.870001,19.98,23.48,13.56271086,12.45430255,17.18242729
15/05/2012,21.969999,20.2,23.59,13.49034846,12.48508907,16.94021067
16/05/2012,22.27,20.17,24.17,13.50119221,12.42791612,17.07589105
17/05/2012,24.49,21.97,26.5,13.87689427,12.64250856,17.64657831
18/05/2012,25.1,22.3,27.55,14.03992922,12.75257907,17.90018157
21/05/2012,22.01,19.99,24.3,14.41814954,12.81621991,19.39156695
22/05/2012,22.48,20.41,24.52,13.54229352,11.88776493,18.81540812
23/05/2012,22.33,20.44,24.09,13.37811088,11.71260893,18.78486806
24/05/2012,21.540001,19.61,24.2,12.77437356,10.99886288,18.55400056
25/05/2012,21.76,20.2,23.99,12.26808963,10.70660208,18.03996271
29/05/2012,21.030001,19.45,23.33,12.68050451,10.98112126,18.14436941
30/05/2012,24.139999,21.86,25.35,12.56622334,10.74023532,17.36341734
31/05/2012,24.059999,21.81,25.89,12.52852536,10.60119923,17.40430075
01/06/2012,26.66,24.32,28.63,14.31835537,12.30352372,18.72400182
04/06/2012,26.120001,23.98,28.17,14.31437967,12.22383276,18.82581345
05/06/2012,24.68,22.68,26.39,14.2027698,12.02777957,18.69900479
06/06/2012,22.16,20.01,23.75,15.65912956,13.74312587,19.84989749
07/06/2012,21.719999,19.73,23.81,15.1515874,13.64129736,18.30120889
08/06/2012,21.23,18.87,22.55,15.21028153,13.58046015,18.42683572
11/06/2012,23.559999,21.09,24.6,15.62822708,13.96612403,18.95439381
12/06/2012,22.09,19.91,23.15,15.94919312,14.46932541,19.15587638
13/06/2012,24.27,21.34,24.52,15.99470837,14.50758185,19.27144748
14/06/2012,21.68,19.76,24.02,16.28285762,14.9474659,19.30691845
15/06/2012,21.110001,18.39,21.86,16.40674463,15.11837708,19.37138226
18/06/2012,18.32,16.88,19.64,15.73070517,14.67145608,18.16496934
19/06/2012,18.379999,16.45,19.2,15.98555543,14.81668923,18.43801219
20/06/2012,17.24,15.31,17.81,15.94487598,14.72138535,18.41110948
21/06/2012,20.08,17.74,20.78,17.09077723,15.62439738,19.795319
22/06/2012,18.110001,16.12,19.12,17.20134368,15.69453233,20.05049875
25/06/2012,20.379999,17.99,21.28,17.78497173,15.99200198,20.88027129
26/06/2012,19.719999,17.65,20.87,17.5455123,15.7568279,20.76909787
27/06/2012,19.450001,17.46,20.68,17.65935922,15.8349178,20.81823467
28/06/2012,19.709999,17.53,21.51,17.62378534,15.82650712,20.96184371
29/06/2012,17.08,15.32,18.65,18.54005547,16.68579118,22.03900828
02/07/2012,16.799999,15.46,18.55,18.42978704,16.59981376,21.77965111
03/07/2012,16.66,15.46,18.56,17.92537124,16.37660245,20.45564994
05/07/2012,17.5,15.85,18.43,17.97621745,16.41055168,20.44412636
06/07/2012,17.1,15.83,18.65,18.1762845,16.64550711,20.78426211
09/07/2012,17.98,16.52,19.6,18.17808972,16.64751076,20.7082138
10/07/2012,18.719999,16.93,20.67,18.31926761,16.66488478,20.88453713
11/07/2012,17.950001,16.63,20.34,18.03566216,16.44321302,20.62558098
12/07/2012,18.33,16.89,20.97,17.61003115,16.03645851,20.68413004
13/07/2012,16.74,15.22,19.09,18.23566549,16.6991599,21.123195
16/07/2012,17.110001,15.62,19.54,16.79225467,15.4538064,19.73603904
17/07/2012,16.48,15.16,18.91,16.92898938,15.55102755,19.67313122
18/07/2012,16.16,14.53,18.3,16.95831894,15.71252152,20.01190255
19/07/2012,15.45,14.26,17.49,15.60697382,14.1598461,19.09000581
20/07/2012,16.27,14.93,18.2,15.87704596,14.37550085,19.49039961
23/07/2012,18.620001,16.89,20.61,15.91280127,14.3935725,19.54885641
24/07/2012,20.469999,18.38,22.83,15.70684009,14.20950237,19.12653608
25/07/2012,19.34,17.33,21.44,15.33984901,13.75927779,18.9448827
26/07/2012,17.530001,15.92,20.11,15.94209215,14.47763678,19.25557021
27/07/2012,16.700001,15.33,18.58,16.58033919,14.64285123,20.42842614
30/07/2012,18.030001,16.54,19.74,16.30797834,14.40295362,20.12178635
31/07/2012,18.93,17.39,20.3,16.35054023,14.46194754,19.97821974
01/08/2012,18.959999,17.41,20.19,16.12306964,14.32238587,19.74263153
02/08/2012,17.57,16.24,19.08,16.26173791,14.4667789,19.76897093
03/08/2012,15.64,14.44,17.46,15.9143941,14.17982788,19.18584588
06/08/2012,15.95,14.68,17.57,15.79239645,14.10285269,19.01179514
07/08/2012,15.99,14.86,17.41,15.17259379,13.78898055,18.26591825
08/08/2012,15.32,14.15,16.97,15.11047826,13.76987218,18.17357876
09/08/2012,15.28,13.85,16.41,14.88488266,13.60527847,18.0957128
10/08/2012,14.74,13.57,15.89,14.88583641,13.62596845,17.80274737
13/08/2012,13.7,12.43,14.48,13.0212994,12.06462259,15.35223558
14/08/2012,14.85,13.14,15.4,13.00182939,12.06318161,15.31783028
15/08/2012,14.63,13,14.77,12.87999113,11.95352147,15.16649923
16/08/2012,14.29,12.62,14.81,12.97242818,12.05409104,15.55428654
17/08/2012,13.45,12.01,13.79,12.69269136,11.73932562,15.12408454
20/08/2012,14.02,12.61,14.62,12.68380255,11.71084098,15.12832322
21/08/2012,15.02,13.49,15.36,12.5043921,11.65207618,14.92930981
22/08/2012,15.11,13.69,15.58,12.50456352,11.61851217,14.8864839
23/08/2012,15.96,14.44,16.68,12.63916396,11.8704969,14.77111163
24/08/2012,15.18,13.85,16.6,11.8484816,11.12708762,14.16371172
27/08/2012,16.35,14.9,17.19,11.83032949,11.09368814,14.14364242
28/08/2012,16.49,15.46,17.64,11.63613718,10.959806,14.04801648
29/08/2012,17.059999,15.8,18.11,11.47653005,10.70868035,13.51740706
30/08/2012,17.83,16.5,19.03,11.67085132,10.93818544,13.48049746
31/08/2012,17.469999,15.69,18.35,11.39591514,10.78728794,12.98173905
04/09/2012,17.98,16.38,19.09,11.10467873,10.61225622,12.60325747
05/09/2012,17.74,16.27,19.02,10.79553658,10.34682025,12.36128754
06/09/2012,15.6,14.3,17.01,12.31319156,11.60771043,13.84804562
07/09/2012,14.38,13.19,15.44,11.40218206,10.55329423,13.24998019
10/09/2012,16.280001,14.92,17.8,10.12930866,9.739052147,11.88174235
11/09/2012,16.41,14.79,18.01,10.16901255,9.85529256,11.87502212
12/09/2012,15.8,14.24,17.18,10.1099625,9.753973431,11.89594392
13/09/2012,14.05,13.47,16.15,11.12877219,10.7045717,12.56251146
14/09/2012,14.51,13.53,15.89,10.97435662,10.56681183,12.75440334
17/09/2012,14.59,13.4,15.79,9.529109371,9.406564264,11.47336377
18/09/2012,14.18,12.81,15.05,9.51240039,9.397941923,11.30523923
19/09/2012,13.88,12.79,14.84,9.402828925,9.334242255,11.0500658
20/09/2012,14.07,12.78,14.58,9.402413365,9.341736118,11.04750572
21/09/2012,13.98,12.65,14.44,9.401674224,9.346320377,11.03136702
24/09/2012,14.15,12.96,15.34,9.402547381,9.309131994,11.16972268
25/09/2012,15.43,13.84,16.7,9.876260519,9.520536083,11.85558655
26/09/2012,16.809999,15.1,17.94,10.01516817,9.567477968,12.08911129
27/09/2012,14.84,13.77,16.45,10.39303302,9.693383249,12.76028762
28/09/2012,15.73,14.34,17.01,10.26958172,9.567358797,12.49714931
01/10/2012,16.32,14.61,17.75,10.28399044,9.698564948,12.44197827
02/10/2012,15.71,14.56,17.3,10.28709561,9.723649842,12.445737
03/10/2012,15.43,14.29,16.76,10.29078409,9.612992198,12.54588377
04/10/2012,14.55,13.75,16.65,10.4985534,9.744726946,12.5311706
05/10/2012,14.33,13.09,16.48,10.23497818,9.43800035,12.44905499
08/10/2012,15.11,13.69,17.52,10.11230724,9.187880986,12.60158283
09/10/2012,16.370001,14.66,18.87,10.50982646,9.455138891,13.43428633
10/10/2012,16.290001,14.84,18.48,10.65917871,9.839618995,13.50851736
11/10/2012,15.59,14.35,18.33,10.65651969,9.847388936,13.54413522
12/10/2012,16.139999,14.71,17.84,10.44903209,9.560349651,13.17306347
15/10/2012,15.27,13.98,17.55,10.60667194,9.574154752,13.19688503
16/10/2012,15.22,13.84,17.17,11.01121716,9.887892916,13.81128796
17/10/2012,15.07,13.86,16.89,11.07135789,9.885194087,13.8040733
18/10/2012,15.03,13.74,17.61,9.38068476,8.26102459,12.57462816
19/10/2012,17.059999,15.48,20.05,10.47313413,9.351644396,14.3620433
22/10/2012,16.620001,15.2,19.2,10.32123644,9.282016376,13.96906095
23/10/2012,18.83,17.46,20.66,11.10076547,10.57381072,14.29786056
24/10/2012,18.33,16.95,21.67,11.12019663,10.58625151,14.3256756
25/10/2012,18.120001,16.69,20.28,10.10286441,9.605161898,13.72282933
26/10/2012,17.809999,16.55,19.58,10.03971867,9.536942398,13.53272501
31/10/2012,18.6,17.26,20.33,9.998892019,9.50118776,13.67154267
01/11/2012,16.690001,15.36,18.44,10.48183405,9.964504458,14.34186828
02/11/2012,17.59,16.34,19.95,10.82315156,10.41827554,14.71680125
05/11/2012,18.42,17.14,19.54,10.84017263,10.41914786,14.82636234
06/11/2012,17.58,16.37,19.1,11.0765228,10.82096915,14.85261085
07/11/2012,19.08,18.04,20.42,13.01816082,12.79808782,16.49276522
08/11/2012,18.49,17.25,20.14,13.14232565,12.90344599,16.60287894
09/11/2012,18.610001,17.24,19.41,13.04602082,12.86886987,16.48460882
12/11/2012,16.68,15.62,18.62,12.74281955,12.77327645,15.95056144
13/11/2012,16.65,15.47,19.05,12.72907883,12.79958391,15.95704544
14/11/2012,17.92,16.58,19.5,13.32504086,13.36832326,16.30582936
15/11/2012,17.99,16.96,19.23,13.33064545,13.36610248,16.3202051
16/11/2012,16.41,15.53,18.13,13.36302229,13.40558842,16.23323459
19/11/2012,15.24,14.33,15.92,14.40086013,14.12651628,17.67080258
20/11/2012,15.08,14.02,16.18,14.40184197,14.10798562,17.58864125
21/11/2012,15.31,14.1,16.21,14.38268147,14.13927119,17.41070435
23/11/2012,15.14,18.64,16.21,14.59099975,14.47818574,17.3272016
26/11/2012,15.5,14.19,16.81,14.49230082,14.2428458,17.32024721
27/11/2012,15.92,14.66,16.9,14.57114348,14.37616428,17.328125
28/11/2012,15.51,14.31,16.75,14.72288821,14.57627904,17.52433801
29/11/2012,15.06,13.84,16.4,14.58812895,14.45122436,17.47166825
30/11/2012,15.87,14.54,16.96,14.28132054,14.18666743,16.99172965
03/12/2012,16.639999,15.36,17.69,14.29768316,14.24886696,17.00186186
04/12/2012,17.120001,15.69,18.37,14.2887257,14.25117379,16.68718879
05/12/2012,16.459999,15.05,18.63,13.46519914,13.68250435,15.51498612
06/12/2012,16.58,15.05,18.49,13.49865822,13.71063884,15.54728057
07/12/2012,15.9,14.48,18.35,12.8610195,12.77819603,15.3379051
10/12/2012,16.049999,14.64,18.74,12.83026912,12.77017705,15.31506493
11/12/2012,15.57,14.28,17.96,12.94081258,12.87344528,15.77217715
12/12/2012,15.95,14.65,18.58,12.9397399,12.87337469,15.76783302
13/12/2012,16.559999,15.21,19.47,13.06872229,12.97463351,15.8049646
14/12/2012,17,15.55,20.19,12.73575483,12.64432439,15.46032712
17/12/2012,16.34,15.17,19.47,12.90914942,12.46814581,15.60713099
18/12/2012,15.57,14.54,18.63,13.31675938,12.71523415,16.13409728
